x,Curve1
0.221811,0.0491494
1.38632,0.0188116
2.77264,0.0109247
4.71349,0.00962999
6.8207,0.00559686
8.59519,0.00235992
10.3697,0.000995065
12.6433,0.000462168
15.2495,0.000347311
17.4677,0.000395761
19.1312,0.000512358
20.4621,0.000513087
22.1811,0.000361291
25.0092,0.00011429
27.2274,5.84379e-05
29.8891,2.98942e-05
